c0,c1,c2,c3,c4,c5,c6,c7
-0.59316653,-0.74638575,0.3010422,-0.4585118,0.21438132,-1.1522703,1.5124379,0.22154456
0.98214066,-1.0683869,0.08604113,1.0238485,1.1809485,-0.23472999,0.46263024,-0.52656794
-0.43866754,-1.1520982,0.27299327,-0.7650736,-0.7206439,0.61660576,-0.4967152,0.48298228
-1.5865116,0.36286405,1.1482122,0.6625902,0.18201236,0.3927978,-1.8564299,-0.54338425
2.390362,-2.074572,0.6546583,1.4028199,-0.849319,0.25273892,0.84101313,-1.0438483
1.5161791,0.8605822,-1.6929232,1.2241393,0.16826361,0.17414503,0.12363049,-0.481318
1.9421835,-0.81717503,0.16041726,1.6677657,0.6980681,1.2565926,-1.5745418,-0.9865132
1.4539285,0.16908899,-0.09340821,0.07928373,-2.0372736,0.66931546,0.18780199,1.2531375
-0.53713447,-0.26451784,-0.5367748,0.2314124,0.9538001,1.1075273,0.558109,-1.6372926
1.1649725,0.20530471,-0.27992705,-0.45684466,0.27191204,-0.52433264,0.38273335,0.59301656
0.2170358,0.37621164,-0.46042663,-2.063844,-1.1981444,-1.3177708,0.9346367,2.1053636
1.4159592,0.23645777,-0.08766131,0.8298379,-0.68599683,-1.5201516,-1.0671949,0.8452678
0.19161406,-1.6816541,-0.13959183,0.8901891,-0.7309141,0.4785819,1.2493916,-1.3664321
-0.23908056,-0.27273595,-0.9328718,0.6550394,-1.4191973,-2.64117,-1.3653234,0.41806397
0.14333294,-1.09436,-0.6663393,-1.5054879,-0.7199743,0.9906154,0.6243952,-1.0978758
1.7824118,0.1353486,0.044994727,-0.33104587,-0.94740045,-1.4939828,-1.5871812,-0.60987395
0.35837293,1.2954686,0.07015125,0.74344575,1.2289513,-1.5832117,-0.3276284,-0.73641104
-0.058908142,0.52057445,0.4199959,-0.51032543,-1.0131475,0.086231574,-1.5002046,0.2775023
1.4685334,-1.8586035,-1.2671431,-1.4776859,0.8025883,-0.14340138,-0.51426643,-1.8367012
-0.14646332,-0.15480697,-0.03900094,-0.74406844,-0.70336056,-0.6436213,0.036134135,0.751727
0.7017922,-0.054034557,0.66520375,0.75732696,1.7138257,-0.29015917,-0.94024056,0.982095
0.10660467,0.92852724,-0.5941201,0.73120415,0.2949076,-1.729467,1.5356096,-0.3190276
0.8604006,0.23736556,-1.0060039,-0.4829097,-1.5446235,0.27715674,-2.0637827,1.326869
-0.9517415,0.099888705,-0.47729442,0.6637888,-0.19342646,3.0305393,0.58194333,-0.6862058
0.084692344,-0.80323154,2.5310943,-1.3381488,0.85400546,0.22551075,0.27796835,0.2577616
-0.37364817,-1.0838795,0.35665286,-0.19825944,-1.9399946,-1.0929312,1.2708108,-1.158444
-0.3223979,-0.053193666,0.21736404,1.6180615,0.7207482,1.906291,-2.3700852,0.6214218
0.41633904,0.9925645,-0.11634228,-0.6061094,-0.8054364,-0.34344652,-0.30225906,0.64599395
0.886394,0.6412292,1.8110569,-0.65628946,1.6949044,-1.8438307,-0.1690106,-0.18639268
0.9971086,-0.3319145,-1.6948507,1.2987068,0.8981497,-0.28301632,0.853254,1.7625564
0.0076521332,0.1728425,-1.1467743,-1.2381436,0.031894404,1.3953495,-1.0211465,0.4242764
-0.6920901,1.7057465,-1.123913,-1.6447371,0.2955553,0.24397814,-2.3174753,0.034575555
-0.75528425,0.16074322,-0.794053,-0.41080573,1.2707599,2.3019736,0.7978144,1.252296
-0.48550487,-0.7625781,-0.6378808,-0.9390109,-0.009568044,3.4746957,0.56357604,-0.83207035
0.3510656,-0.27811867,1.1759454,-1.5657773,0.2064408,0.3346065,0.37792993,-0.94736946
-0.8445213,-0.61338216,-1.3282645,-2.1632416,0.7664398,0.2633338,-0.24919966,-0.14365253
0.057362195,-0.23692657,-0.6586247,0.40174618,-0.8921908,-1.4076864,0.964122,0.94790673
0.70056665,1.0966312,-0.08498032,-0.6674792,-1.0925659,-0.1662764,-1.1152731,-0.31777474
-1.724631,1.1868804,-1.886598,-0.63925827,0.11177685,-0.5331342,-1.8550731,-0.8087607
-0.48932502,0.61458045,-0.73197913,0.6357636,-0.037723176,0.25421333,-0.15411037,-2.2369072
-0.20373817,0.93064773,-0.41451427,-1.2333385,-0.24929816,0.42412367,0.21928409,0.068854645
-1.6023679,-0.8489059,0.7572688,0.40652227,-0.50314647,-1.5326638,-0.73140824,-0.58849525
0.65542716,0.19144493,0.976847,0.2854305,0.40869737,1.6892332,-1.7191222,1.0262876
-0.13931382,-0.30358404,-1.593937,-0.084367916,-0.57513547,-1.1283203,1.4396806,-0.11538597
0.53633356,-1.6603417,-0.71097594,2.0855193,-0.8983501,-1.1641785,-0.14119516,-0.4583293
0.44899976,0.97380686,0.4150079,-0.7273763,0.6818679,1.0281585,0.39023575,-1.019144
0.10740308,-0.4541392,0.28544903,-0.6062601,-1.1159117,0.17362466,0.39521194,-0.35072735
-1.385943,0.5432073,0.9373738,0.13265434,1.1099116,-0.71244323,-0.8555966,1.1379117
-0.011824748,1.6869258,0.0100853685,0.32386836,1.6042749,-1.240215,0.8063599,0.28594145
0.36341748,-2.1814656,0.62241423,-0.4260582,-0.57427335,0.5297308,-0.36662772,-0.42504114
-0.6877262,-0.3093669,-0.31673944,-0.6469261,-0.13524161,0.58804023,-1.5938903,-0.59656847
-0.29287478,0.6767249,-0.27496,1.0515617,-0.7005939,2.0486567,0.9416096,1.8026284
0.033490386,0.05552857,1.0587207,-1.739482,-0.7340507,0.6350469,1.0926926,-0.15141208
-1.3950032,-0.32149976,0.17865993,-0.42680982,-1.0680226,1.1232355,-2.0406785,-0.5688388
-0.34169424,0.5435786,-0.6386887,0.45956716,-0.49108914,-0.5327405,1.2459803,-1.6126578
0.23120864,0.03343298,0.5598152,-0.45946392,-0.7868478,0.114150256,0.98778003,2.1438851
0.4929463,-0.44784206,-0.111636646,-0.65000224,0.48501638,-0.77298814,-0.2832211,0.77653307
-2.1444345,-0.0022733824,-0.2990127,0.66489697,0.12113587,0.081309244,0.48031774,-0.018324073
