c0,c1,c2,c3,c4,c5,c6,c7
-1.4543378,-1.3913825,0.4416443,0.4393691,0.044349395,-0.3638018,0.32617715,-1.939253
0.85017973,1.1704975,1.1043899,-1.0813102,0.4687393,1.9964422,0.78989655,1.5383451
0.75057477,1.6043344,0.56117576,0.27964428,0.20095652,-1.1236814,2.0536158,-1.8468568
-1.0391138,-0.03676089,-0.003279859,1.2377573,0.016819987,0.26556534,-1.5441141,-0.371698
-0.27867803,0.23234257,1.9304487,0.95753825,-1.756284,-0.5102417,-0.66926306,0.9827412
0.09816979,-0.9552643,-0.43756706,0.023323596,0.59461987,1.097104,0.6824582,-0.8920515
-1.2847046,0.64420253,0.39986536,-0.36759305,-0.50172687,-0.15630874,1.8109231,-0.68525094
-0.9379888,0.07105155,0.6480607,-0.18918155,0.8584827,-0.3717744,-0.42127225,-0.18937728
1.2146171,0.6135647,-1.3047221,0.47981942,-0.6990909,-1.105028,2.267545,-0.92167044
1.7969002,0.3062199,0.6491471,0.049894467,0.43823856,-0.573761,0.074195586,0.9618467
0.7530501,-2.1807268,-0.6955031,-0.18280482,1.5866798,-1.0319724,-0.96746045,-0.27101853
1.422052,1.1514361,0.6136986,-0.8691211,-0.78996617,-0.810035,0.5752977,0.4352767
0.91934425,-1.689378,1.1373521,-1.3473142,-0.59615266,0.6519729,-1.2646312,-0.97664946
0.73201925,-0.010053592,-0.697651,-0.2085571,1.6237806,-1.7158765,-0.15909038,-0.553186
-1.4061311,-1.5215831,0.8882752,-0.55810714,0.1988813,-0.027199063,-1.4537508,-0.043367505
-0.024058208,-1.4782203,-0.8328005,0.5475812,0.0021836993,-0.8605219,0.60307807,-0.8959887
0.5507822,-0.26278585,0.22528501,1.4894199,1.2152358,0.06250061,2.3121119,-1.2468823
1.4841111,-1.0204967,1.261884,1.931393,0.0039338036,-0.22838688,-0.5856208,-0.023095964
1.0986499,0.1655718,-0.48097554,0.12945105,-0.29802653,-0.19535448,-1.7305422,0.010426003
-1.3824264,-0.7978392,0.22874054,0.78491163,2.336084,0.161005,-0.27218556,-0.9900393
2.43312,-0.34299776,0.27632633,-1.348738,0.52039385,-2.858789,-0.48497483,-1.3559395
-1.3906379,-0.24515142,0.5163759,-0.19709668,-0.11153801,-0.92210066,2.1039882,-1.4619817
1.4307425,0.98877156,1.198663,-0.66868657,1.2534294,-0.10851998,0.38374344,1.82052
1.9138851,-0.99650246,0.9249506,-0.074180275,-0.78771967,0.114677735,-0.46283218,0.43838978
-0.69121486,1.8622644,1.1262683,0.19721615,0.7475344,0.31797868,0.16148758,1.3089938
-0.3222009,1.2323313,0.5607956,-0.5405047,0.8051038,1.6586047,-0.6241808,1.5512744
-0.39742026,-0.28174195,0.8139394,-1.4629651,1.4946104,0.64428633,-1.6629732,0.25536025
0.06841664,0.5311127,0.13384126,1.0485506,-1.7072196,-0.900632,-0.023902394,-0.15984379
-1.2886587,-0.0051848753,1.5115705,-0.39856362,0.28380442,1.0763664,-0.08418875,-0.60915655
1.7571248,2.322959,-1.2396802,-0.07638423,1.3415917,-1.4407039,-0.13865516,-1.6222694
-1.7195504,0.11532222,-0.3142734,-1.7576158,0.98091364,-1.1166266,0.7546824,1.3541001
-0.05279711,0.53018856,0.41425374,-1.8124073,0.3253091,0.18653716,0.2950116,-0.48593718
-0.86472344,1.3179886,-0.9043597,0.38273594,-1.2918836,0.24753378,-0.12165604,0.4316398
0.09420451,-2.8355212,1.4862275,0.76152897,0.8122829,2.1368363,-0.28035176,0.35156596
-0.46956906,-0.5095254,-0.5918249,-0.5749304,-1.1089274,-0.92743003,0.39497742,-0.24741776
1.2542102,-2.5166552,-2.591963,1.1635876,0.9896057,0.8729348,0.45490983,-0.23622581
0.28844464,-0.7986326,0.99227923,-0.4180624,-0.2385286,1.8915796,-0.5085917,-1.0153048
0.5048373,-0.45963928,-1.5381217,1.2215589,2.3555229,-0.70016396,1.0357155,-1.1939013
0.34339154,-1.298784,-0.63583267,0.39913252,0.82314426,0.2732021,-0.10565586,-2.3257523
-0.56838435,0.666981,-0.16524498,-0.23465213,1.7595437,0.39420485,0.91998625,1.0643334
0.43360743,-0.043420605,0.485807,-0.60171694,-0.20518485,-0.015601724,-2.0778165,0.103395365
0.33282903,-0.29775244,-2.3030913,0.20607884,-0.8947617,1.7652528,-0.443334,0.63369405
-1.2127435,1.2977823,-0.9803695,0.35115805,1.0564932,-0.36019814,0.44866234,1.2839239
-1.1254019,-0.7919513,-1.5484623,0.8647409,-1.8972737,-0.5607591,0.100658216,0.22109567
-0.7222476,0.4282296,-0.41054508,0.20563327,-0.05579059,0.3120017,0.7966791,-1.2017436
0.49888322,1.4181228,-1.4447305,0.0041380976,-0.81606996,-0.89805233,0.4186764,0.8821654
-0.676754,0.13154742,1.441704,1.6587305,1.0432961,-0.047689244,0.6026783,-0.7500618
-0.07885877,0.7232164,-0.01132549,-0.25791293,-0.43754134,-0.86132824,1.7543753,-0.14364974
0.016712014,-1.8026195,0.66206497,1.2678921,1.640272,0.5453883,-1.3558208,-0.81928694
-1.1909912,-0.4440126,0.5375858,-0.48113635,0.6743381,0.82532674,-0.6526485,-0.009124749
-1.7964067,-0.031778958,-0.20840913,-0.16560254,0.38856432,-0.1288674,1.0950273,0.98854935
0.5254303,1.0995142,-0.0026133752,-0.916422,0.7364001,-0.23171997,1.4251306,-0.6703027
0.32064316,1.516866,0.2802046,0.29202887,0.7214428,-1.6258061,-1.3274083,0.51796854
0.45445088,1.8666936,-0.08630469,-0.7409777,-0.1764274,-2.1798544,-0.20497723,0.5806994
-0.51969224,1.27368,1.5895905,-0.015672738,1.5358741,-0.53602535,1.3358172,0.66652393
0.45371348,0.4105663,0.4946385,-0.5823174,-0.08960718,-0.20789929,0.2623599,0.09246333
1.3977299,0.7660785,0.9887436,0.6832597,-1.2450438,-1.4896531,0.08224651,0.6799138
-0.2838455,-0.3015632,0.5786532,1.3109571,-2.0506177,-1.3458836,-0.35771304,0.5350158
-1.3674889,-0.8158391,-0.6995105,-1.3836471,-0.99383634,0.8514535,-1.3142254,1.1229839
-2.455159,1.2801446,0.18334897,0.80097383,0.4320933,-0.8764269,-0.8839055,1.1572688
-0.1490181,0.4149979,0.99301827,0.7670924,0.70135856,0.6311213,-0.6533863,-0.6269808
-0.6079156,1.5206203,-0.80681086,-0.8986485,-0.2786618,-0.779232,1.3197311,0.90133375
0.4200738,-0.25825712,1.7293081,-1.0910783,0.51741344,0.77765316,2.878186,0.11356316
-2.0318303,0.5878089,1.1467443,0.64932007,1.1731343,1.4021113,-1.8824587,-1.2866427
0.72303534,-0.5575945,1.2747719,-0.34684938,0.32223055,0.7703554,1.0447714,0.6376129
0.68331194,-1.7126966,-0.10378204,-0.39411703,-0.9669168,0.14152336,-0.39521715,-0.8001055
-0.27694148,-0.1362807,0.13563614,0.28158078,-2.0649188,0.3194638,-1.6235794,-1.2574625
-0.2138992,-1.1823759,-0.73285264,-2.0337553,0.22644687,-1.6240854,0.17928481,1.0532345
0.7427098,-0.11315901,-0.4833271,0.13407259,1.0046322,-0.96648407,0.316904,0.17514265
1.3170362,0.0057211444,0.79142934,1.3380885,-1.465314,0.22291657,0.099241175,0.550032
1.3815055,-0.9622527,0.013283284,0.26947093,1.2534641,-1.1736006,0.83737576,-1.6533732
0.18697788,-0.8773284,1.6565886,0.16688634,-0.19515614,-0.6620676,-2.0849526,-0.16410728
0.7990921,-1.6827757,0.38957068,0.5136406,-0.55374837,0.88764775,-1.3252376,-0.22812383
-0.306911,0.13779254,1.0477928,-1.3138958,1.1165755,-0.47748238,-0.5347359,-1.6215916
-1.3777295,-1.8925244,1.0043166,-0.3762296,-0.5268407,-0.627342,0.011463826,0.92195064
-1.8778157,1.0756267,0.8390943,0.94451475,-0.4005736,-0.6960594,1.5558906,-0.5235198
1.7322497,-0.861199,-0.121675566,-0.14626084,1.4494615,-0.9234425,0.14968716,-0.24743822
0.14256163,0.9014028,-1.4324269,-1.2575643,-1.652862,-1.3458143,1.1897851,-0.3073306
-1.8231677,1.0318757,1.3279638,0.1818073,0.93285006,0.024725122,0.1422183,-1.7420386
-0.27573428,-1.5171983,-0.4162055,-0.8274693,1.2592176,-0.1484716,-0.11514624,1.3958925
0.38516223,1.8429912,0.084340334,1.3496519,0.23098007,-0.30424973,-0.72751606,-0.9703705
0.30955037,-1.6931508,-1.1084607,0.41084036,-0.031734508,-0.6408169,-0.6760926,1.4848094
0.19337635,0.71510106,0.32506663,2.076325,3.019726,0.725022,-0.9757792,1.2020096
1.3682042,0.3486111,1.6618962,-2.833386,-0.43363008,0.026592959,1.5304796,0.26650953
-1.4460878,-0.5155946,2.4584486,0.35605243,0.25621742,-0.4853288,-0.70797706,2.1190653
-1.1907032,-0.37758687,-0.7624675,0.41715232,-0.7402806,0.75212824,-0.37500277,-0.7611774
1.414041,1.2629714,1.0029933,1.4173807,0.8230513,1.3584142,-0.054498374,-1.8370079
-0.952712,-0.99179167,-0.50787103,1.1615515,1.6220881,0.42743307,0.47290063,0.04657084
0.48422378,-0.7570576,-0.27353147,0.24800818,0.22131036,0.871004,2.021046,1.4391108
-0.1900399,0.53947836,0.54421294,-1.813706,0.89377695,0.6537429,0.015918197,0.6957405
-0.85411125,-0.93153703,1.9648684,1.1603572,-0.0376369,-1.6204438,-0.14897506,-0.69869554
-1.4934839,0.026926998,0.32655853,1.8575559,0.96737385,-0.5240295,0.34771094,-0.89004344
-0.08907546,0.8238271,0.21651341,-1.1983262,-0.40193832,-0.7087528,0.18858173,-0.4687155
-1.1385473,1.444641,-0.93919754,-0.08800835,-0.1324787,-0.02486688,-1.0251186,0.16400559
-0.89802676,-1.4734616,1.5243131,0.71243125,1.0572962,1.4816717,0.44816816,-0.096797876
0.23976758,0.7055759,-0.33185726,-1.3045009,-0.6319065,1.301482,1.8111135,1.6229832
-1.3844982,1.3724612,-0.06368895,0.94439554,-1.0150075,1.1021289,-1.7815388,0.1797371
-2.8212526,0.020811656,-0.32470092,-0.10893375,-1.6324823,-0.02535989,1.6830429,-0.17877716
-0.09783535,0.56396466,-1.6548175,1.4304421,-0.45181337,0.8008465,-2.3028295,0.79175
-2.4640381,0.2053606,0.3185362,0.10299836,1.7247349,-0.09584576,-0.77893186,1.2904353
0.32770556,-2.059346,1.844188,0.4241072,1.3785257,-1.7817436,0.61004007,-0.30344608
-0.4377151,-0.7156833,-0.85608155,-0.62276167,0.61892855,1.6040128,0.2837036,-1.6784332
1.4599609,1.8675745,-1.1722316,-1.9227656,-1.0285784,-0.9117083,-1.4821066,0.46472013
-0.5403529,0.22137317,0.32270774,1.5507679,1.7806648,1.6190737,0.09817148,-0.7968255
1.6639448,-0.74189675,-0.5537455,0.70046717,0.47830424,-0.3374725,-0.89037555,-0.26254392
0.7693905,1.3079053,-0.048164792,-1.4458896,-0.36247534,1.915062,-0.036255375,0.92936355
-0.07051962,-0.9404601,1.1774029,0.13081728,1.4508053,0.008395235,0.5201421,-0.42655754
0.14669125,0.5030627,1.5111452,0.44043,0.88937956,-2.9534822,2.236971,0.41446227
-0.92025125,0.5552965,0.068811335,1.4563771,-0.5888567,-0.25129017,-0.060233787,0.38225034
-0.8229234,1.6727977,-0.30036417,0.2964587,-1.1709238,0.09512216,-0.0115241995,0.9433198
1.0633734,-0.68319935,0.5131876,1.7309471,-0.6704081,1.5432744,-0.041934703,0.25132492
0.67808723,-1.1813695,1.2988483,-1.8365414,-0.26937225,-0.58707154,-0.48584574,0.29113555
0.14281261,0.33501324,0.7288869,-0.88127065,-0.21803121,-0.45486003,-0.09428439,0.6792436
1.8904263,0.93943346,-2.7071264,-0.77164507,0.21276142,1.3317283,0.40691325,0.10900631
0.6288514,-2.3077478,0.8190611,-1.3292477,0.18228997,-2.4692638,0.3678332,-0.3561367
0.78466034,0.21081527,-0.9578099,-0.44122362,-1.2648944,-1.5741445,0.005805999,0.37751505
-2.204005,1.4206398,0.5023449,1.0838625,0.20893194,1.7416698,0.9694644,-0.19424234
-0.84698635,1.3468801,-0.32738996,0.852736,-0.9028273,2.7217283,0.62319756,0.35531956
0.670802,0.45153016,0.42193496,-0.3308035,-1.1981865,-0.72496223,-0.57500184,0.9047771
0.31768176,0.64657384,0.0470956,0.055532835,-1.4421858,0.6672293,-0.712748,-2.3635254
0.30211204,-0.32836112,1.1268218,-0.7633985,-0.34734848,0.11877293,-0.5081675,0.23875892
0.011344533,0.5565051,0.5940302,0.49805668,1.9481966,1.1995597,0.06272031,-1.087306
-0.005842951,0.84822935,-0.52610075,0.26281902,0.08044388,-0.3437105,1.1076579,0.38871902
1.4333417,1.4844726,-0.35413903,-0.97798824,0.5626013,0.045255795,0.16368666,-0.40366104
1.4462876,0.59965175,1.3170491,0.13592792,-0.32918292,1.0061353,-0.7244905,0.28676233
-0.5607925,-0.059482496,-0.078210495,0.41796127,-1.8939923,-0.42141032,-1.4560705,-0.06188634
-0.8492502,0.4771716,-0.6819535,-0.901774,0.8980512,0.04484003,-0.528926,-0.07629229
-1.2041477,1.359631,-1.2233566,-0.6237567,-1.4996755,-0.4362851,2.2131307,-1.2441285
-1.2850316,0.39833164,0.7846841,-0.62577814,0.08800763,0.75067127,-1.0387411,-0.8153247
-1.1782144,-1.2387733,-0.38480708,-0.20956023,0.14693011,0.07829148,1.4185703,0.3083381
0.93977064,-1.1867896,-1.5049974,-1.0036947,-1.9646319,-1.3058293,-0.9036672,0.55527276
0.12411332,-0.08614632,-1.1111853,0.81773657,-0.26616886,-0.54206026,-1.020274,0.09384061
-1.9938391,0.76550186,-1.1445892,1.3474002,1.3478501,-0.27192134,0.04802783,0.7234629
-0.03619676,0.66859585,-0.23092999,0.095273286,1.3464444,-1.1395068,0.5744933,-1.251521
-3.2805943,-0.5376383,0.4083018,1.7758383,-1.0015619,-0.8454365,-1.7865427,1.4755965
1.6397867,0.008897283,2.2084506,-0.5512696,0.344593,-0.97228444,-0.6574209,0.61803
0.12870856,-1.4772185,-2.9176698,0.36012185,0.72937703,-0.35742182,1.5197564,-1.0298517
-1.2203789,0.33240706,0.712006,-0.23364064,-1.3255507,0.033717223,-1.1881106,0.36761245
-1.3521051,-0.4329822,-0.23810561,1.009657,-0.4558606,1.7962396,-0.059225474,0.20388481
-0.021752462,-2.2777405,1.0228872,-1.1713512,-0.14451626,0.19185908,1.238172,-1.55368
0.42728525,2.6416144,0.30084834,-0.6658505,-1.2209868,2.6083157,0.26702592,-0.32508987
-0.2554096,0.1687983,0.17661269,-0.010380689,-0.17462124,-1.9214054,-0.8705568,-0.58661675
-0.137708,0.3809021,-0.23874766,-0.6526943,-1.7765777,-0.68961686,0.4790621,-0.8511937
-1.0479643,-1.4621797,2.0219808,0.6810047,0.5459674,0.59277576,-0.5694959,0.039826155
0.8497828,-0.9170898,0.6449803,-1.1577551,0.050354265,0.8345318,-0.6944907,0.4188283
-0.6842798,-0.25320265,-0.7403715,-0.46150956,-0.46933347,-0.13680795,1.4786007,0.9081954
-0.23014714,1.4160231,-0.95014244,0.19513679,0.1768897,-2.677604,-0.12960674,-0.73091584
0.9796355,-1.4739838,-1.2494097,0.6709353,0.62331945,2.1135478,-2.4507308,-0.8303392
0.12722613,-0.7818324,-0.36905435,-1.6427519,-1.1306043,0.30964753,-0.73466873,0.80553883
-0.5787215,-0.6403151,0.034808766,-0.08656277,0.6675466,-1.0072488,-2.6340683,0.06254238
0.13040438,-0.19378155,0.41517037,-0.09638509,0.874121,1.2328192,-1.6514496,-0.9226645
-1.377087,0.42822295,-1.9351376,1.0929571,-0.4480367,-1.4019734,1.3030229,-0.95340115
-1.2751354,-0.37840027,-1.4419048,0.01952107,0.8794437,0.13106585,-0.8286573,0.98360014
1.0088526,0.26926586,-1.1977522,-1.1269133,1.9379473,-0.49522716,-1.1104251,0.22599678
0.09985206,-1.2677996,0.41584668,1.0153297,-0.97146726,-0.13762544,0.9199313,-0.95538026
-0.49976492,-0.39370668,-0.97558296,-0.2199007,0.009509378,-1.6010052,0.22819386,-1.8046467
-0.7291697,1.6870135,0.97089607,0.5696168,0.735179,0.46010357,0.3403393,-1.0993259
-1.1792231,0.6154087,-0.0688886,-0.3119371,-0.3313055,1.0872579,0.54973036,-0.2261587
-1.1627649,-0.05886915,0.7635565,-0.7326059,0.8182463,0.5804332,0.25246173,1.6986729
0.9064302,-0.09396518,0.10468796,1.3984532,-0.4832103,-0.6055917,0.40007693,1.2734318
-0.5746104,-0.9323989,0.0013086331,1.0283391,-1.7134199,0.07172695,0.99103487,-1.0924885
-0.79750866,0.163548,0.24739714,-0.44259584,-0.34166664,-0.5120114,-0.791129,-0.17099631
1.4562093,-0.09120303,1.4883337,-0.020033829,1.0081489,1.0429969,-1.1366453,0.7381484
-0.6251762,-1.5118451,-1.0747358,0.059253145,0.18211783,0.646629,0.8294598,0.08510171
0.401114,-0.8519834,-0.375926,-0.35827452,1.6780727,-0.9417139,-0.7772432,-0.8339328
1.8427981,1.4645364,0.15463448,0.6532978,0.13375339,-0.15397426,0.5880905,-0.049918365
0.6538784,-0.60786146,1.3158399,0.43191406,-1.8588481,0.500912,-0.42118663,-0.011452647
-0.9030428,0.4847774,-0.59755063,-2.326188,-0.86032575,1.9447639,-1.0460799,-0.099350296
1.1881425,-0.35544467,0.018904507,1.1910385,0.046462636,0.79152066,-0.017261058,-0.5880336
-0.34279868,0.5100819,0.62377334,-0.56608886,0.9450012,0.07737531,-0.8648657,-1.8526418
