c0,c1,c2,c3,c4,c5,c6,c7
-1.0748366,-1.2726386,0.12791708,0.8101496,0.5322425,0.2531136,-1.2944794,1.374662
-1.9738914,-0.6994015,-0.59442896,1.9754608,0.5942356,0.4592726,1.9200064,1.4626689
0.6886336,-0.8373051,0.5903247,-1.706021,-0.084945336,-0.09155786,-1.6551042,-0.24156262
-1.080742,-0.13645607,0.019246576,-0.84873605,-0.8943368,0.5855655,-0.4700809,0.6976957
0.09554377,2.424125,-2.057728,-0.73483187,0.06694864,-1.7821527,-0.057066545,1.7374644
2.5846512,-0.52728593,0.06340815,0.24054663,0.9815658,-0.23186749,-1.5209172,0.74506235
0.6763318,-0.013987201,-0.82250017,1.4483147,-1.6178668,1.6125817,0.14209493,0.47141394
0.29200032,-0.5367213,0.86948633,-0.61569077,0.04422016,1.1442232,0.3229198,1.7212396
1.3335983,-0.48350924,0.15828118,0.4546768,0.1897347,-1.0217597,-0.6532746,-1.3889111
-0.51052123,0.31789732,-0.7003047,-0.23094787,0.2995858,2.3715174,0.21608467,0.27328756
-0.95520943,2.215449,0.15029399,-0.54985976,1.3417717,1.195193,-0.1976822,0.07336171
-0.28897902,-0.21987584,-0.6630728,-0.09877854,-2.2151084,0.607926,-0.46322274,1.9171988
-0.67047,0.26936287,1.82498,0.25469998,-0.8692683,-0.6239099,-1.4429147,-1.8137705
-1.6361935,-1.6535262,-1.6553078,-0.7504335,-1.2209793,1.2643077,0.9019359,0.13652426
0.8390541,0.07311229,1.3623191,0.7571315,0.18366207,-1.0387127,1.046107,1.0204655
-2.4690673,0.58875823,-0.8260472,-0.1801535,2.0520055,1.9937621,-0.101645395,2.5516026
-0.5698731,0.10815087,0.09851682,0.87312347,-0.64586025,0.42947546,0.0012655174,-1.6503232
-0.5597665,-0.17722923,-0.15447496,0.73720115,0.47263646,-0.11016064,-1.6247411,1.7637665
0.51540446,1.4964134,0.98298645,-0.10751792,-1.3201499,-1.3318385,0.6268598,0.008142689
0.6668973,0.21551949,-0.8362763,-0.2381137,-0.946511,-0.28341362,2.025776,0.16463958
1.1632274,0.77617186,-0.5354708,-0.77118295,0.14067368,1.0474192,-0.5633725,-0.9998257
-0.49843207,0.6351651,-0.88146305,-0.78336895,0.013695923,0.22551058,-1.6046331,-0.6739243
0.770795,0.41434175,2.0369034,-1.3712158,1.7904912,0.68864137,0.32331473,-1.0109266
-1.0128208,-1.4961625,-0.58506525,0.76085746,0.09561258,0.21325809,1.1483694,-1.9943354
-1.8318155,0.42822412,-0.48053607,1.2990953,0.12568292,-0.13653572,1.2290939,1.107844
-1.2601031,-0.43609613,0.6173526,-0.57560897,-0.91243243,0.082991645,0.23999816,0.4501868
0.38647786,0.8568089,0.4201125,0.22263175,-0.16296639,0.6462728,0.8896626,1.6390774
-1.0698237,-0.1816502,-1.0523791,-0.8195413,-0.7296959,0.5360503,-1.1918833,0.13337508
-0.2830799,1.3323139,1.8927505,0.13808914,0.7669688,0.46822366,-0.61706716,-0.6165181
0.37074167,0.5889912,-0.32033518,-0.42016366,1.3968658,-1.2909031,-0.44756252,-0.6825727
0.6766997,-0.20542926,1.6178213,0.78426147,-0.10454355,1.6232808,0.48127368,-0.84487903
0.5518795,-0.5179593,-0.4088028,1.0524532,1.412516,0.5976203,-2.0996287,-0.6103676
0.6544394,0.61282027,0.9031965,-2.3737886,-0.9364597,0.71755904,-1.2601007,-0.19135536
-0.30199015,-1.1550088,0.82570505,-0.46316886,0.70376205,0.7791663,0.46863356,-1.5631067
-0.19632907,-1.2088089,-1.565306,-0.7711105,0.43836498,1.0320592,0.9072457,-1.2573503
-0.5300986,1.2013688,1.8961831,-0.031233862,1.2561138,1.7907863,-0.39115694,1.4605035
0.46128395,0.77055216,-0.40418544,-0.4549324,-0.57911384,0.19478557,0.44090778,-0.25140473
