c0,c1,c2,c3,c4,c5,c6,c7
-1.0085931,0.43267828,0.18929689,-2.2797575,-0.13756214,0.83825165,0.56041044,-0.85671824
-0.0011419049,-1.0896933,0.88361776,0.7644587,-0.092292055,-0.07028351,0.6851539,0.006207937
-0.5608367,-0.44958082,1.4812156,0.28528896,-0.9499346,0.3934667,0.5599634,2.4733849
0.736744,-2.613038,0.5290457,2.2187397,-0.6705173,-0.07459496,-1.0705383,1.6165565
0.35918,-1.6577849,-2.4071455,1.046492,0.5673446,-0.9431108,-0.17416857,1.1323384
0.6695516,-0.5431524,-0.42176414,-1.0840294,0.27895242,1.9681946,0.33206168,-0.2680118
-1.431857,-0.70331764,1.7818294,0.37718016,-0.75579596,0.59958214,0.2951896,0.75127745
-1.4854822,-1.4408784,0.14770782,1.102372,-0.5571909,-0.30108732,-0.17332567,-0.306641
-1.2513322,-0.70320016,0.14470905,0.6147232,-1.2047482,0.09263025,-0.6398734,0.6482434
-1.2148756,0.9349811,-0.004955141,-0.5141649,1.6463937,-1.2270776,0.71892613,0.4919604
-2.536777,0.15607566,-1.9369608,0.1856643,-0.09126042,-1.4001427,1.2669177,-0.016899165
-0.038684234,0.18940802,-0.2608704,-2.1512334,-0.6652115,-1.3570776,-0.32880443,0.41260314
0.46453822,-0.13602082,-0.1258299,-0.26298422,-1.7534837,-0.21709901,0.61394906,0.32408094
0.22213766,0.78374106,0.23823634,-0.98447555,1.9531474,-0.48504335,-0.2555277,0.40401384
0.8062508,0.75686586,0.7180608,1.4196116,0.46668693,-1.5450065,-0.15732256,0.39542028
0.5301494,-0.11019407,0.53755516,-0.53019124,-1.0412548,0.1969924,0.8402917,0.053956673
0.41043127,0.7741734,-1.0085697,-1.0090102,0.3258271,-0.35625127,0.23719463,0.9125347
-0.5975593,0.7240599,1.1449822,0.086242765,1.6232369,0.62351274,-0.22551101,-0.6597381
-1.0099664,-1.3358802,-0.732037,1.4995673,0.5760704,-0.50765526,-1.8476545,-1.5060216
-0.7435333,-0.75291324,-0.68653506,-0.25169882,-0.124518655,-0.18765788,0.48587713,-1.3775798
0.71253794,2.2322536,-0.7831683,1.1954819,0.00055015535,1.3972609,0.53445137,-0.6641802
0.014739645,1.0442779,0.32685983,1.0907395,-0.20035134,1.0905995,-0.21126695,-0.39745787
1.0461915,-1.0054932,0.090502605,0.15026224,0.658126,1.0173062,-1.807463,0.8379223
-0.47295332,-0.24031614,-0.5149792,-1.0857546,1.4058186,0.8048505,1.8227854,-1.176543
1.9178098,1.5719277,-0.57626283,-1.671179,-0.73497444,-0.2770956,0.58908796,0.12245212
0.009138844,0.9705046,-0.97885334,-0.08397413,-0.91059625,1.0210582,-1.210318,-1.3745524
0.6184425,-1.4408029,-1.0618526,-0.5508602,-0.008745698,0.69314456,1.5878276,-0.3118104
-0.54471564,0.33762658,1.2232335,-0.7165701,-0.63106817,1.6710862,0.35908192,0.88610834
0.39650607,0.8536234,-1.0016798,1.0505978,0.15934703,0.101468466,0.9221906,1.6257688
-0.7444641,0.76635057,0.06391645,-0.25390399,0.20557888,-0.52514654,1.1225146,-2.8355289
-0.8665053,-1.3205365,-1.5537633,0.09190266,0.8734004,0.62930274,2.3061328,-0.33875555
0.34391183,-0.33969456,1.0593417,0.43238056,0.70317984,-2.1962922,-0.23265177,-0.8875022
0.88307,-1.5445658,0.5922312,1.2858919,0.3789211,0.020792631,-0.37018976,0.2609813
-1.3528229,-0.53333133,-0.42739826,-0.20462422,0.017629493,-2.0155106,2.8183396,0.7454369
-0.48952472,1.3215358,-0.8119778,1.2963686,-0.24790455,0.04872972,0.24650183,-0.9498599
0.5417276,-2.0545716,0.6348346,0.58069277,0.022953754,-0.04326425,1.5606982,-1.0477813
1.6776706,-0.44395655,-1.3445681,-0.08992672,-1.2500422,-0.09967817,-0.32146925,0.002310366
-1.1948088,0.47488165,0.70246726,0.420571,-2.151279,-0.47941715,-0.035703436,-0.5969109
0.6758565,1.8437407,0.16587342,-0.33843318,1.06535,0.3946192,0.53695744,1.1486697
0.68739665,0.4475386,-0.68500346,0.66741425,0.54616076,1.5070866,-1.6446822,-0.91576684
-0.08466002,-0.43351638,-3.0574565,1.4238527,-0.8392906,-0.30266252,-0.0034778027,0.043255173
1.1026005,-0.0779596,0.98778224,0.80903333,0.30584285,0.6113172,0.90858525,0.8061473
-0.83046997,0.44333705,-0.6514958,0.44403782,0.12822533,-0.21512519,0.36846635,-0.95697385
-0.059346728,0.5145903,0.46723917,-0.23123883,-1.6589311,-1.0100664,-1.4794118,0.15838957
-0.11337416,-2.3488326,0.84830236,0.54415196,0.45295435,0.8505084,-1.0736902,0.49170303
0.1889078,0.9279791,-2.431167,1.119838,0.53433776,-2.0431402,1.9381499,0.31950295
0.31460625,0.11043145,-1.9668685,1.3537118,1.6659473,-0.3821613,-0.5655248,-0.5756241
0.1727969,-0.6602998,-0.5534054,-0.28889984,-2.0448284,1.6880815,-1.0694929,-0.435328
1.2798108,-0.4245738,-0.7606335,-1.1244043,-0.8492923,-1.2195055,0.0151229715,-0.35023284
-0.96873707,-0.66980755,0.9400351,2.9808924,-0.38079822,-0.5314799,0.7129996,-1.1047683
-1.8232516,0.32751378,-0.90275776,1.6454518,1.0226402,-0.68292826,-1.5806012,-2.507618
-0.19881876,0.509198,-1.0988699,0.98688155,-0.59872884,1.3522434,0.1009877,0.2914976
-0.2436598,-2.1929262,-1.0969274,-0.26181215,-0.72070396,-1.6855917,-0.10524611,0.25487116
1.6215724,0.5719052,1.6617976,1.6231296,-0.47618386,0.78597695,-0.5021924,1.5482492
0.6488267,0.23084943,-0.9791422,0.6226728,-0.61288714,-0.43478385,0.65550464,-0.493008
-0.09415588,1.4576688,1.4163622,0.19537729,-0.8744696,0.33849123,1.0907248,0.604392
0.69276166,-0.81939894,0.4510254,0.6104705,-0.5355055,0.75904965,0.71432316,-0.7603856
1.1035136,0.7427018,-0.19895573,0.021865638,-0.87656313,-0.70106053,-0.06622129,2.132104
-0.2949501,-0.06133342,0.9521053,0.2004073,0.17720294,-1.7098877,2.1337655,3.074744
1.241964,-0.24147746,-0.17875922,0.15881741,-0.5317733,0.416919,0.35802284,0.6861343
0.2915522,-0.68402255,-0.48834878,-0.74547344,-0.5449136,0.43599313,2.1331186,1.2506456
-0.9136707,0.6933987,1.0406371,1.1879654,0.39939737,1.1400594,0.63568676,0.74109495
1.7024834,0.06343416,1.2211564,0.122744724,-0.40787366,-0.45912603,1.4674852,0.46387377
0.10243616,-0.1164225,0.52401894,0.36861464,0.7847015,0.7628868,1.5861211,0.12676865
-0.6204887,-0.15023227,1.5670835,-0.3682505,0.8422282,-0.23292303,-0.75534195,-1.2618283
-0.9571731,0.55507344,1.7455417,-0.71748555,-0.83786035,-0.6430298,0.6267674,1.147246
1.0524911,-2.04631,-0.3239774,1.3476259,0.1810292,0.44106877,0.21176244,-0.5417382
0.07065428,-0.38496754,0.92021906,0.980193,-1.0763462,-1.20672,0.93161976,1.2412044
-0.8651621,0.28543735,1.7313645,-1.6627995,-2.481233,-0.48973572,-1.7807935,0.06052963
0.4582424,0.72784615,0.9717411,0.054203454,-0.33129072,-0.40742078,-0.1839373,0.3766879
0.91262466,-0.47216728,0.5261737,0.8781895,0.8707278,0.7384605,-0.28228232,-1.4590193
-0.51493734,-1.3149917,0.43854976,-1.655799,1.0021204,-1.9952819,-0.58572835,0.53632706
-0.20212407,-0.22727548,-0.7075238,-0.24378172,-1.332429,0.59220487,0.55737376,-1.5718198
-0.38151535,0.011127978,0.18210115,-0.44972414,1.4516441,-0.014262812,0.31952775,0.7014989
-0.38974774,-1.0162287,1.437029,0.8569651,-0.81214,-0.5502707,1.7999563,-0.8378905
-0.8898454,-0.7415148,-0.7566041,-2.236024,0.39045691,0.6207567,0.8337942,-0.08242528
0.90894157,-1.1851752,1.9758905,0.8432579,0.13339892,-2.9334252,1.0342238,-1.0112395
-0.68531924,-0.48196253,-1.771467,0.85631794,0.86860687,0.7520949,-0.7559703,0.2004879
0.72222763,-2.3564024,0.71813,0.9354012,1.1271925,0.015494841,-0.93987167,-2.6079845
0.32676926,-1.8281733,2.0761304,0.12476527,-2.441179,-1.3726465,-1.3617283,0.8601961
0.51597106,1.1044661,-0.48678526,-0.010289534,-1.5367169,-0.32165623,-0.07181993,0.42856306
-0.2513144,-0.14769778,-0.3447075,-1.605918,0.5730869,-1.7771282,-0.025102923,-0.4924715
0.20922258,-0.77263165,-1.5193139,0.24683832,-0.9399136,-0.7412134,-1.1592243,-0.30562267
-0.93618065,-0.9435518,-1.4416583,-1.1523243,0.44078895,-0.4793842,0.9908994,-0.18222877
-0.152501,0.7812655,-0.22696245,0.39778417,1.0108986,-1.9307649,1.0299206,-0.89772373
0.46819246,0.8442028,0.6778759,1.9306122,-0.858846,0.7450442,-0.85613626,-1.1797985
-0.36049566,0.28738594,0.41656452,-0.62324965,0.16264665,-1.0857943,-0.67949754,0.9790635
0.95031476,-0.10898187,0.13947834,-1.6376071,-1.2007412,0.7487366,0.63637453,0.0041184556
-0.2317254,0.21248041,0.16384745,-0.21362132,-0.41335,1.708909,1.2463591,0.98517346
-0.49505296,0.38694197,1.3289661,0.58387226,1.038504,-1.0498084,-1.2291688,1.1574404
0.085509054,-0.15264049,0.9101675,0.93764526,0.9257769,-0.9236211,-0.7071595,-0.8220924
0.6575584,-0.9907441,1.5792083,0.8747962,0.4196749,2.8491266,1.1909721,-0.61038345
-1.4963423,1.4004706,-1.4716309,-1.2605734,-0.3088373,-0.62068945,0.4909852,1.867284
1.2128758,-0.9901066,0.54416865,0.22308768,0.076647796,-0.8880107,-0.16973197,-0.6298535
-1.2193767,-0.73206055,0.24982773,-0.56224287,1.2377255,-0.64368445,1.7187774,0.11081625
0.60223985,-1.0500809,0.2296589,-0.56211376,-0.036252428,-0.105439834,0.3216351,0.9742651
-1.2826827,-0.05269868,-0.115850426,-0.19810167,-0.3662844,-0.16037409,-0.3342673,-0.57569647
-0.4777753,2.3141463,-0.26111802,0.45076382,-0.3271172,0.40979117,-0.8385726,-0.18193269
