c0,c1,c2,c3,c4,c5,c6,c7
0.2161884,-0.106740855,-0.50419235,1.0805494,-1.5740942,2.1541085,2.729317,0.715764
0.14391446,1.4046977,-2.3043387,0.24200712,0.27252656,-2.5762122,-0.29912424,-0.29550332
0.18851458,2.2513409,0.020902943,-1.4045731,-0.17126629,-0.18067089,2.4001136,-0.087844945
1.1322201,-1.85349,0.8431328,0.4381584,-0.6069618,1.3688037,1.07629,-0.093331285
-0.12047112,-0.8762135,-0.07428236,0.32490465,-0.24767627,-0.07310337,-0.77132857,0.07499047
-1.4215671,-0.069614515,0.12354975,-0.8925031,-1.3544,-2.3121898,-0.3974048,0.24571043
0.16387105,0.40658763,-0.6876536,-0.14874144,1.3104051,-0.9431512,0.51059926,-0.75744015
0.18365659,-0.7434724,0.41937977,-1.6900945,-0.4581964,-0.7748636,-0.9015816,1.0885943
0.27288488,-1.149078,-2.3672047,-0.025682084,-1.4273525,-0.98107237,0.6492777,0.37448567
0.1569009,-1.4939941,-0.36481497,0.26110038,-1.4078572,-1.3805913,-1.3213062,-0.47911814
1.5264766,-0.34235838,0.743031,0.050215773,0.6945154,0.076583885,-1.8666778,0.708288
-1.1507404,-0.71644217,-0.88172686,2.3343341,1.2064345,-0.11956367,-0.27065974,-0.31661174
-0.15577132,-0.502186,1.1898791,0.2482018,0.3762872,0.4933453,-1.3348818,-0.7072218
1.605156,1.2891637,0.0855657,-0.97650653,1.2857524,0.9506813,0.25926605,-0.15972139
0.41396096,0.911656,0.70095295,0.014673446,-1.1293706,-0.4400878,1.0868376,0.5283161
0.4610514,0.40532118,0.29982686,-0.63198715,0.28332564,-0.23084065,-1.9382299,0.66669303
-0.07749805,1.0378027,0.3655694,1.7967297,0.92752784,0.43100598,-0.52114856,0.9722072
-0.31902167,-0.7493596,0.6003127,-0.46152902,1.520338,-1.2708071,-2.4535298,0.32749897
1.5898494,-0.6447529,-0.0046042087,-1.1909956,-2.6027994,-0.073907256,-0.0009830984,0.16449095
-1.0478641,0.19034314,-0.66344184,-0.6213749,0.6569211,0.3166605,-0.48153967,-0.38390893
-1.1431277,1.836799,-0.2932386,-0.0009994846,0.19418041,-0.13873406,-0.87275374,-0.22444896
-0.0709213,-1.7795833,1.4087406,0.54099655,-0.25310767,-0.57608145,0.092778526,-0.43691617
0.30968615,0.77784014,2.2526157,1.4477305,-0.76457065,0.05927561,-0.25876194,-0.65060794
0.6511414,-0.030194456,0.50449735,0.3228203,-0.9723204,1.1978194,-0.69719094,1.9410493
-0.9566043,0.58312064,1.3367763,1.8295472,1.4193413,0.52337414,1.1875901,1.8899008
-0.019026589,-0.3116402,-2.0071547,-0.5359683,0.32626098,0.23878112,-0.8316348,-0.35202357
0.22918418,-0.5594367,-0.04041176,0.28904462,0.11963202,0.75387114,0.17891559,0.21655937
1.5963634,0.87825763,0.92000574,1.2583667,0.23250231,-3.1702626,-0.5983073,2.4236805
-0.8299251,1.1192894,0.6162807,-0.49585554,-1.0336922,1.2264524,-1.116548,0.8864669
0.22392718,0.08355003,1.1875615,-1.3996887,-1.0909086,-0.123136476,0.16052215,0.46318284
-1.3082656,0.17944498,-0.3025728,-0.04739759,-0.95021546,1.3132801,-0.29455853,-1.4424223
1.4724138,1.0538722,0.5664824,-0.48143253,0.6036803,1.5621996,-1.2274199,-0.78297824
-2.956538,0.7600616,0.21904059,0.2497838,-0.50211865,0.2558964,1.0514145,-0.5910763
1.0411547,-1.0641084,-1.6019307,-1.0645844,0.15521571,-1.1963367,-0.09500549,0.23516266
1.1229719,0.90537596,0.78314507,0.24939832,-0.0660375,-0.8529659,-1.2601981,-0.6412885
-0.48278144,-2.1735303,-0.29596174,-0.7096215,0.45106646,-0.2631539,-1.2588555,0.6427148
