c0,c1,c2,c3,c4,c5,c6,c7
-0.90213704,-1.1386257,-0.092802696,-1.2283905,0.16662389,-0.52137786,-0.085842855,0.092751324
-2.676461,0.8360616,2.0788305,-0.14312376,2.7946923,0.825562,-0.5770115,-0.94953036
-0.79922676,0.4241691,1.5378201,-0.75855494,-0.68792105,-0.5157892,-1.0598193,0.59930265
-1.1654509,0.17292209,-1.1113856,-0.83795935,-0.17087165,0.46385807,0.88986075,-1.4195291
-1.8681599,0.648841,-0.9452905,0.29866555,-0.29123473,0.5618805,0.23712046,-1.1476654
-0.90868086,-1.0058974,1.4630731,0.54996526,-1.2619795,-0.536285,1.9939306,-1.8132404
0.9727444,1.0424405,-0.2432147,1.0006981,-0.6102539,0.021488888,-1.6780715,0.88238955
0.75973034,1.0058825,0.9085916,0.48186615,-0.6671815,-0.69814396,0.5907294,-0.62066245
-1.0100952,2.110452,0.976004,-0.9476032,-0.2722673,1.1398873,0.94109017,1.2240372
-0.22654754,0.89755785,0.10855873,0.09148019,-0.40367824,0.6591868,0.4486841,-0.8379596
0.8093979,0.6498396,-0.5273417,1.3391708,-0.30303866,0.12830563,0.6863201,0.9327066
-1.2345487,-0.41057062,0.32541487,0.44902587,1.0541564,1.66799,-1.7888966,-0.38307646
0.74792594,1.4073232,-0.11504362,-1.2948669,-0.67981756,0.58145785,0.42212716,-2.359808
0.39902887,1.4183532,1.0730457,-0.13030246,-0.5861177,-0.62138623,0.55134636,1.0119269
0.15685032,2.4654176,0.14770837,0.21292134,-0.80389464,-0.078446925,1.5476226,0.67827874
0.92810166,0.8259254,0.21546781,-1.7027335,-0.646063,-2.9872324,1.4608161,0.701706
-0.59852636,1.4507111,-1.1458368,0.75168216,1.4795798,-0.27558976,1.4568807,2.0202956
0.49574944,-0.834733,1.0435356,0.051421363,1.1182696,-1.112604,1.541321,-0.82338035
-0.6406681,-1.8034291,-1.6093646,-0.42857984,-0.23299341,-1.1726446,0.41364163,-0.7122138
0.16954523,-1.0766325,-0.67375916,0.041893914,-0.012332843,0.46801123,-0.6968391,0.87685823
-0.62858945,-1.4256129,-1.1952975,0.033379268,-0.060981702,0.98101276,0.27576688,2.1117368
-0.38724306,-0.60494393,-0.5203493,0.7043985,-1.5008062,-2.0016756,-1.5816189,0.23551014
-0.6656015,0.27253675,0.89766914,1.2390431,-0.94217277,-1.6921585,0.22749251,0.7298563
1.0237623,0.7668441,-1.0631855,-1.3000884,0.71506685,1.2552347,-0.39636302,-0.6092508
0.18835169,0.07760551,0.55745804,-2.1543646,-0.94795305,0.28561774,1.0141332,-1.3780031
-0.22709619,-0.20598991,-0.24278487,0.7643068,-0.7967584,-0.029780334,1.4733256,1.2116572
0.15769057,0.6525222,1.2290473,0.5946854,0.28790236,-0.053372335,-1.6599905,0.506543
-0.9212913,-2.1030223,-0.4962223,-0.20128441,-1.5172904,-2.6838233,-0.57070595,-0.26157925
-0.67654437,1.5070989,0.19757491,-0.5899132,1.8466277,-0.9947505,0.010244758,0.842565
-0.5489931,1.1330559,0.5467327,-0.24519934,0.67742074,-1.8811347,-1.4027464,0.43722668
-1.6760597,0.21845351,-0.7965172,1.3570458,1.2299345,0.5167629,0.2875805,2.497833
-0.8573073,0.50621563,-1.121316,0.015466841,-2.3774443,-0.25537315,-0.21614996,0.49697173
-1.0753274,-0.55396456,-1.623935,2.050086,-0.00096571783,-0.87152684,2.2442589,-1.7054483
0.50126874,0.32989433,0.3718384,-0.22897987,0.23465607,1.2576231,-0.113574475,-0.4441028
0.82969624,-2.4329188,1.1881232,1.0174098,-0.09519353,0.7812051,-1.085088,-1.0871224
0.09545252,-1.5926566,0.3921054,0.09015678,1.2990549,-0.3643106,0.90187883,0.7163393
-1.3774704,0.434903,2.245447,1.4591316,1.3648633,-0.46817163,1.5848149,1.4817181
0.14392623,-1.1627864,-1.2659965,-0.39220437,-1.9497278,0.4331079,-2.02251,0.72543526
-0.35160306,-1.1152395,0.95450443,0.28654745,1.5881023,0.20024489,-0.3953155,0.03324116
1.3793751,-0.4195172,1.6005712,1.4982458,-0.41576213,0.7021302,-0.5527194,0.5574598
0.732454,0.8036485,-0.52530706,-0.45027992,1.8540908,-0.19628778,-0.8477111,1.5204715
1.7333298,0.0502324,1.454652,-0.5194291,-1.5906094,-0.38892168,0.08688946,0.8317491
-0.89886457,-0.10013335,0.5950393,0.631436,1.3137602,-0.019273616,-0.86229557,1.3665485
-0.26484957,-0.11477356,-0.2774719,-1.3685936,-1.6549884,-0.5906145,-0.35492125,-0.27129686
0.032325152,-1.2285125,-0.09341763,-1.7849054,0.39345732,0.77300966,1.9798462,-0.09715151
-0.36560044,-1.45539,0.78492326,-0.48234612,0.7014511,-0.73100805,-0.506731,-1.7757049
0.4436555,1.0293533,0.8807574,-0.8357418,0.6203812,-0.33044994,1.0691357,1.229874
0.8578802,0.31879762,-1.7878397,0.23885298,-0.34929574,-1.5796691,0.15273401,-0.6511451
0.16053432,1.5986943,0.046600185,-0.780952,0.85187745,-0.7860176,-1.281021,1.4798838
-1.281738,0.4948933,-0.4913644,-1.0997766,1.1424155,0.2389945,-0.5059212,0.16054863
-0.41209063,-0.04776942,-1.782467,-0.07121819,0.035025466,-1.1113149,-0.18487372,0.17878698
2.1116364,3.3226926,0.71200854,-0.4107664,0.11923015,-0.48797962,1.3622931,1.7670186
-1.7906212,0.11131608,0.8495454,1.5775385,-0.9094057,0.77503157,0.24125329,1.2718909
0.6929195,1.6498673,0.53644437,1.5569074,-0.28277832,0.34036213,-0.9853364,0.6324064
-1.1992825,0.43928495,0.959202,-0.065683596,1.4035704,2.214736,-0.26817384,-1.1282606
3.7218022,-0.5885353,-0.4188467,-1.2241298,-1.6730895,-2.0068922,-0.29294705,2.431686
1.8528723,2.0253634,-1.4838936,0.13973653,-1.0364704,0.12089794,1.2073404,0.15970993
-0.4952323,-0.6327047,1.254961,-1.3428488,0.46999958,-0.49955335,-0.2495668,-1.2647247
0.38619193,0.29362428,0.33272254,-0.8480207,-0.00053597125,0.91698253,-0.5177121,0.67502916
0.4258517,1.6251417,0.85753757,-0.43637258,0.8313377,2.2791622,-1.0640492,0.2697756
-0.39920437,-1.6562334,0.15698572,-1.7855564,0.20028076,-1.6753212,-0.04566123,-0.5136339
-1.588239,-0.5197518,-0.7920235,2.5893044,0.23436117,-0.95968395,1.1751536,0.72840625
-1.0507877,0.06607849,0.14877908,-1.0761395,0.89984983,0.0074950643,-0.14832091,1.3548611
1.2693309,-0.7699023,0.02088503,-0.026069716,-0.21582422,1.5881646,1.436526,-1.1585696
-0.4503364,-1.4241441,0.52826935,-0.09240168,-0.03455957,1.2995847,0.078346096,0.6677471
-0.48207805,0.0018622626,-0.34567636,1.4775383,0.06210004,0.032915857,0.7353259,0.6618336
0.4298715,0.5430034,1.1060508,-0.5903783,-0.5854291,1.0030864,-1.1459277,-0.36689863
0.5333285,-0.17532036,-0.67301583,-1.5549215,-0.4338103,-0.31363547,-0.6938582,1.9355938
0.50688094,1.5153011,-2.0509536,1.0367789,-0.97336423,-1.9133412,-0.94578683,-0.14434755
0.24795504,0.49443996,-0.6138382,-0.37492087,2.3888772,-0.36164424,-0.1879189,0.8836315
0.03306736,0.6137545,0.009300474,-1.8601673,0.5294099,-1.2159114,-0.80415857,-2.078787
-0.6798906,-0.55241066,0.0723181,-1.3059667,0.9264292,-1.0877075,-0.12770054,-0.45071256
1.0763497,-0.03033488,-1.8511852,0.7248585,0.55810463,1.8455764,0.34953454,0.5857389
0.55607367,0.044951763,0.7583134,-2.4314537,-0.1707685,0.58086556,0.31153876,-0.29528868
1.6523736,-1.1178861,1.4209967,-0.79693675,1.2299682,-0.56333673,-1.5470415,-0.369805
-0.3123395,1.397554,-0.6019319,-0.8245542,-1.2442464,-0.23622133,1.8852468,-0.70766395
-0.24487342,0.8152083,-1.073428,0.22767527,1.066862,0.45407987,1.2275435,0.9965319
-1.1203339,-0.22137816,0.3178165,0.22892182,-0.5474027,0.9277964,-0.27180868,-1.2319098
1.6951156,0.63015753,-1.5445849,-0.69945884,-0.58912987,-0.9225792,-0.3105269,1.0636444
0.090036795,1.7499598,0.057833027,2.051726,1.1742783,0.3473734,0.4422629,-0.573243
0.29682362,-1.9840815,-0.5442917,-0.28642955,-0.112217456,-0.3414326,2.0210478,0.69917744
-0.6748381,0.32196146,1.6548268,-1.2849065,-0.42747158,1.6016052,0.33026388,0.7106801
-0.30091587,-1.1552334,0.5660929,1.4575387,0.3539555,-0.42506936,-0.11872787,-0.38094494
1.4755311,-0.15319298,0.55458474,-1.0845776,-0.24625094,0.43592793,1.802894,-0.093733914
-1.257239,0.8381308,0.3997015,1.5810046,-0.15341467,-0.45863476,0.8504971,0.54363066
-0.7219161,-0.77194524,-0.7422094,-0.8190526,-1.6748394,-0.54971236,-0.7674585,1.2345216
1.6577451,-0.58793586,-0.16091321,-0.650751,-0.43839625,0.013586042,2.4090524,-1.0780896
1.5791446,-0.65809214,0.9318726,0.8023199,0.32074374,1.9735963,0.58914346,-1.0776216
