c0,c1,c2,c3,c4,c5,c6,c7
-1.0217323,-0.12056376,-1.4247684,-0.39735037,-0.05117922,1.4868172,1.4861422,0.56608355
0.5546884,0.30304676,0.4304404,-0.28227586,-1.1291707,1.7110254,0.2940093,-2.1339114
-0.57665515,0.44994676,-0.70940375,-1.1437644,-1.7100458,0.6987615,-1.9950969,0.77774125
-2.1047935,-1.3049636,0.09339457,0.07522016,-0.26768917,0.41461077,0.4070635,-0.03240621
0.6102551,0.7852003,-0.3710957,-1.232497,-0.5462082,-1.6658629,0.14935441,-0.1906553
0.55289865,-1.107691,0.93430394,-0.85818976,-0.9341235,-0.8163792,-0.7391518,-0.047948547
0.7482855,0.45574206,-0.06711639,1.9221705,0.4489532,1.2391622,-0.41231394,-0.6100899
-0.4934579,1.0860659,1.7749586,-0.30724934,-0.3907355,0.07410245,0.18892746,-0.43687087
-1.4557397,-1.2697747,1.0098006,0.40145868,-0.28238982,0.32216406,-0.5085405,-0.23273705
1.2548424,1.7587146,-0.5201869,0.37813944,-0.48053402,1.7438912,-1.2041585,-1.6469017
0.7586587,-0.0063276947,-0.26972955,0.22692601,0.1978546,-0.3710513,-0.17223051,-0.28700823
-0.25151274,1.2515924,-1.0538135,0.5791049,-0.091305174,0.18347508,-0.110134155,-0.86362684
-1.7624388,-1.8234298,0.88147485,1.2182999,-0.39698827,-0.82378155,-1.5397598,0.6487337
-0.9217897,-1.5020287,-0.20891972,0.416904,-0.4438479,0.55022717,-1.5958747,-1.1846036
0.42256886,-1.246676,-0.7908718,-0.25658894,0.17238894,1.4405143,-0.6996787,-0.12640402
-1.426106,-1.5043669,0.410665,0.009305341,0.85813886,0.23002215,0.32794043,-0.8981584
1.1952018,0.48293245,2.0112948,-0.73182803,0.91032106,-0.6999521,1.6230536,0.7204886
0.9605462,1.403985,-0.08886007,0.91798145,-1.3838433,0.14091568,-0.046109755,-0.01801824
-1.4497067,-0.3679678,0.62529653,-2.0735204,-0.7778325,-0.6557275,-0.20076455,0.41822025
0.0053999606,1.3414862,0.6455732,-1.573445,0.11972099,0.6515255,-0.61619735,0.9786903
1.6732066,-0.059905868,0.5372474,-1.8866739,-0.7147812,0.98966885,-1.055651,0.25961807
0.56664836,-0.19412191,1.0286167,-0.35879013,1.5998073,-1.782446,-0.26999965,-0.3737641
0.06307828,1.1437097,-0.94001883,0.8752366,-0.21573861,-0.3567189,-0.98946786,0.29074356
1.5479085,-0.54655164,-0.68748254,-1.8454947,-1.9839696,-1.2722309,0.5699488,-1.0388978
-1.1755555,-0.6317781,-0.44370276,-1.293771,-1.6083578,0.056550402,0.6260427,-0.6562185
0.5918081,0.6433502,0.6966349,0.9521298,-0.3995601,-0.52008796,-0.8053573,0.913023
0.47920924,-2.1530612,0.5227278,0.8002574,0.049282115,-0.026472462,0.43070993,0.07130623
